"pli0098_h","year","age_gr","migback","n","percent","lower_confidence","upper_confidence"
"Rarely","2015","16-34 y.","no migration background","900","0.245462273065394","0.231708264837119","0.259216281293669"
"Rarely","2015","16-34 y.","direct migration background","420","0.210236858442761","0.192146589175506","0.228327127710017"
"Rarely","2015","16-34 y.","indirect migration background","238","0.230596920543153","0.204464085197259","0.256729755889047"
"Rarely","2015","35-65 y.","no migration background","3065","0.2687012422431","0.260418487735389","0.276983996750811"
"Rarely","2015","35-65 y.","direct migration background","851","0.237618547024939","0.223583864227169","0.251653229822708"
"Rarely","2015","35-65 y.","indirect migration background","177","0.217307999469336","0.186333247353371","0.2482827515853"
"Rarely","2015","66 and older","no migration background","1132","0.259686117912681","0.246875379956843","0.27249685586852"
"Rarely","2015","66 and older","direct migration background","114","0.242639951599382","0.202309268535683","0.282970634663081"
"Rarely","2015","66 and older","indirect migration background","","","",""
"Never","2015","16-34 y.","no migration background","2516","0.688416313328355","0.673614689706113","0.703217936950597"
"Never","2015","16-34 y.","direct migration background","1207","0.645852388909827","0.624619897115534","0.667084880704119"
"Never","2015","16-34 y.","indirect migration background","580","0.621188113118984","0.591092292623495","0.651283933614474"
"Never","2015","35-65 y.","no migration background","6251","0.615851061097958","0.606762812449919","0.624939309745997"
"Never","2015","35-65 y.","direct migration background","1879","0.521808665742212","0.505337180302088","0.538280151182336"
"Never","2015","35-65 y.","indirect migration background","382","0.646704176452656","0.610803996986283","0.682604355919029"
"Never","2015","66 and older","no migration background","2347","0.49367363026698","0.479066090671553","0.508281169862407"
"Never","2015","66 and older","direct migration background","201","0.429227281551352","0.382660257064545","0.475794306038159"
"Never","2015","66 and older","indirect migration background","","","",""
"Daily","2016","16-34 y.","no migration background","","","",""
"Daily","2016","16-34 y.","direct migration background","","","",""
"Daily","2016","16-34 y.","indirect migration background","","","",""
"Daily","2016","35-65 y.","no migration background","","","",""
"Daily","2016","35-65 y.","direct migration background","","","",""
"Daily","2016","35-65 y.","indirect migration background","","","",""
"Daily","2016","66 and older","no migration background","","","",""
"Daily","2016","66 and older","direct migration background","","","",""
"Daily","2016","66 and older","indirect migration background","","","",""
"Min 1x per week","2016","16-34 y.","no migration background","","","",""
"Min 1x per week","2016","16-34 y.","direct migration background","","","",""
"Min 1x per week","2016","16-34 y.","indirect migration background","","","",""
"Min 1x per week","2016","35-65 y.","no migration background","","","",""
"Min 1x per week","2016","35-65 y.","direct migration background","","","",""
"Min 1x per week","2016","35-65 y.","indirect migration background","","","",""
"Min 1x per week","2016","66 and older","no migration background","","","",""
"Min 1x per week","2016","66 and older","direct migration background","","","",""
"Min 1x per week","2016","66 and older","indirect migration background","","","",""
"Min 1x per month","2016","16-34 y.","no migration background","","","",""
"Min 1x per month","2016","16-34 y.","direct migration background","","","",""
"Min 1x per month","2016","16-34 y.","indirect migration background","","","",""
"Min 1x per month","2016","35-65 y.","no migration background","","","",""
"Min 1x per month","2016","35-65 y.","direct migration background","","","",""
"Min 1x per month","2016","35-65 y.","indirect migration background","","","",""
"Min 1x per month","2016","66 and older","no migration background","","","",""
"Min 1x per month","2016","66 and older","direct migration background","","","",""
"Min 1x per month","2016","66 and older","indirect migration background","","","",""
"Rarely","2016","16-34 y.","no migration background","","","",""
"Rarely","2016","16-34 y.","direct migration background","","","",""
"Rarely","2016","16-34 y.","indirect migration background","","","",""
"Rarely","2016","35-65 y.","no migration background","","","",""
"Rarely","2016","35-65 y.","direct migration background","","","",""
"Rarely","2016","35-65 y.","indirect migration background","","","",""
"Rarely","2016","66 and older","no migration background","","","",""
"Rarely","2016","66 and older","direct migration background","","","",""
"Rarely","2016","66 and older","indirect migration background","","","",""
"Never","2016","16-34 y.","no migration background","","","",""
"Never","2016","16-34 y.","direct migration background","","","",""
"Never","2016","16-34 y.","indirect migration background","","","",""
"Never","2016","35-65 y.","no migration background","","","",""
"Never","2016","35-65 y.","direct migration background","","","",""
"Never","2016","35-65 y.","indirect migration background","","","",""
"Never","2016","66 and older","no migration background","","","",""
"Never","2016","66 and older","direct migration background","","","",""
"Never","2016","66 and older","indirect migration background","","","",""
"Daily","2017","16-34 y.","no migration background","","","",""
"Daily","2017","16-34 y.","direct migration background","","","",""
"Daily","2017","16-34 y.","indirect migration background","","","",""
"Daily","2017","35-65 y.","no migration background","","","",""
"Daily","2017","35-65 y.","direct migration background","","","",""
"Daily","2017","35-65 y.","indirect migration background","","","",""
"Daily","2017","66 and older","no migration background","","","",""
"Daily","2017","66 and older","direct migration background","","","",""
"Daily","2017","66 and older","indirect migration background","","","",""
"Min 1x per week","2017","16-34 y.","no migration background","146","0.0351233471867167","0.0294739112837705","0.040772783089663"
"Min 1x per week","2017","16-34 y.","direct migration background","671","0.107029274183371","0.0978863140460119","0.116172234320729"
"Min 1x per week","2017","16-34 y.","indirect migration background","83","0.0565408032561233","0.0420434630223952","0.0710381434898513"
"Min 1x per week","2017","35-65 y.","no migration background","687","0.0482741741761411","0.0443796035097074","0.0521687448425747"
"Min 1x per week","2017","35-65 y.","direct migration background","787","0.137508831957491","0.128226758681044","0.146790905233938"
"Min 1x per week","2017","35-65 y.","indirect migration background","52","0.0700419352590297","0.0514257692403937","0.0886581012776658"
"Min 1x per week","2017","66 and older","no migration background","529","0.128885454066018","0.119151561465479","0.138619346666558"
"Min 1x per week","2017","66 and older","direct migration background","73","0.186647902505463","0.152007669167072","0.221288135843855"
"Min 1x per week","2017","66 and older","indirect migration background","","","",""
"Min 1x per month","2017","16-34 y.","no migration background","226","0.0492393415815606","0.0425994198790625","0.0558792632840587"
"Min 1x per month","2017","16-34 y.","direct migration background","345","0.0573441230890382","0.0504680897623945","0.064220156415682"
"Min 1x per month","2017","16-34 y.","indirect migration background","77","0.0805213919296568","0.063442006675869","0.0976007771834446"
"Min 1x per month","2017","35-65 y.","no migration background","1030","0.0692997834576365","0.0646853638831597","0.0739142030321133"
"Min 1x per month","2017","35-65 y.","direct migration background","473","0.0970320909609561","0.089054050750772","0.10501013117114"
"Min 1x per month","2017","35-65 y.","indirect migration background","81","0.0849362185149897","0.0646008692394187","0.105271567790561"
"Min 1x per month","2017","66 and older","no migration background","499","0.122055178490245","0.112545656650783","0.131564700329708"
"Min 1x per month","2017","66 and older","direct migration background","62","0.15030891187481","0.118536304692716","0.182081519056904"
"Min 1x per month","2017","66 and older","indirect migration background","","","",""
"Rarely","2017","16-34 y.","no migration background","954","0.23366468463846","0.220678630832808","0.246650738444112"
"Rarely","2017","16-34 y.","direct migration background","829","0.191379452748861","0.179745240949156","0.203013664548567"
"Rarely","2017","16-34 y.","indirect migration background","194","0.20138086102313","0.176208454499022","0.226553267547238"
"Rarely","2017","35-65 y.","no migration background","2979","0.246580380827631","0.238748898778854","0.254411862876408"
"Rarely","2017","35-65 y.","direct migration background","1100","0.236166025208349","0.22471852754106","0.247613522875638"
"Rarely","2017","35-65 y.","indirect migration background","170","0.226401516161513","0.195875019725478","0.256928012597549"
"Rarely","2017","66 and older","no migration background","1152","0.256863909805017","0.244171833181271","0.269555986428762"
"Rarely","2017","66 and older","direct migration background","113","0.227407831546183","0.190142257494566","0.2646734055978"
"Rarely","2017","66 and older","indirect migration background","","","",""
"Never","2017","16-34 y.","no migration background","2753","0.681972626593263","0.667680825571627","0.696264427614898"
"Never","2017","16-34 y.","direct migration background","2520","0.642204768696316","0.628028205365523","0.656381332027108"
"Never","2017","16-34 y.","indirect migration background","621","0.66155694379109","0.631855866403459","0.69125802117872"
"Never","2017","35-65 y.","no migration background","6940","0.635845661538591","0.627102573830331","0.644588749246852"
"Never","2017","35-65 y.","direct migration background","2916","0.528771951989652","0.515317929814688","0.542225974164615"
"Never","2017","35-65 y.","indirect migration background","419","0.618620330064467","0.58319039505478","0.654050265074155"
"Never","2017","66 and older","no migration background","2372","0.49219545763872","0.477672199531834","0.506718715745606"
"Never","2017","66 and older","direct migration background","238","0.435635354073544","0.391552326344614","0.479718381802473"
"Never","2017","66 and older","indirect migration background","","","",""
"Daily","2018","16-34 y.","no migration background","","","",""
"Daily","2018","16-34 y.","direct migration background","","","",""
"Daily","2018","16-34 y.","indirect migration background","","","",""
"Daily","2018","35-65 y.","no migration background","","","",""
"Daily","2018","35-65 y.","direct migration background","","","",""
"Daily","2018","35-65 y.","indirect migration background","","","",""
"Daily","2018","66 and older","no migration background","","","",""
"Daily","2018","66 and older","direct migration background","","","",""
"Daily","2018","66 and older","indirect migration background","","","",""
"Min 1x per week","2018","16-34 y.","no migration background","","","",""
"Min 1x per week","2018","16-34 y.","direct migration background","345","0.209030368945104","0.191402807244997","0.226657930645211"
"Min 1x per week","2018","16-34 y.","indirect migration background","","","",""
"Min 1x per week","2018","35-65 y.","no migration background","","","",""
"Min 1x per week","2018","35-65 y.","direct migration background","321","0.221311327550245","0.202015386534232","0.240607268566259"
"Min 1x per week","2018","35-65 y.","indirect migration background","","","",""
"Min 1x per week","2018","66 and older","no migration background","","","",""
"Min 1x per week","2018","66 and older","direct migration background","","","",""
"Min 1x per week","2018","66 and older","indirect migration background","","","",""
"Min 1x per month","2018","16-34 y.","no migration background","","","",""
"Min 1x per month","2018","16-34 y.","direct migration background","216","0.116327853799017","0.102428484754347","0.130227222843687"
"Min 1x per month","2018","16-34 y.","indirect migration background","","","",""
"Min 1x per month","2018","35-65 y.","no migration background","","","",""
"Min 1x per month","2018","35-65 y.","direct migration background","156","0.101196832335092","0.0871784477922031","0.115215216877982"
"Min 1x per month","2018","35-65 y.","indirect migration background","","","",""
"Min 1x per month","2018","66 and older","no migration background","","","",""
"Min 1x per month","2018","66 and older","direct migration background","","","",""
"Min 1x per month","2018","66 and older","indirect migration background","","","",""
"Rarely","2018","16-34 y.","no migration background","","","",""
"Rarely","2018","16-34 y.","direct migration background","396","0.182226645316321","0.165491477823321","0.19896181280932"
"Rarely","2018","16-34 y.","indirect migration background","","","",""
"Rarely","2018","35-65 y.","no migration background","","","",""
"Rarely","2018","35-65 y.","direct migration background","293","0.158595091510401","0.141615407483583","0.17557477553722"
"Rarely","2018","35-65 y.","indirect migration background","","","",""
"Rarely","2018","66 and older","no migration background","","","",""
"Rarely","2018","66 and older","direct migration background","","","",""
"Rarely","2018","66 and older","indirect migration background","","","",""
"Never","2018","16-34 y.","no migration background","","","",""
"Never","2018","16-34 y.","direct migration background","1077","0.484854327165436","0.463188348492261","0.506520305838611"
"Never","2018","16-34 y.","indirect migration background","","","",""
"Never","2018","35-65 y.","no migration background","","","",""
"Never","2018","35-65 y.","direct migration background","995","0.508867874124076","0.485630668493654","0.532105079754499"
"Never","2018","35-65 y.","indirect migration background","","","",""
"Never","2018","66 and older","no migration background","","","",""
"Never","2018","66 and older","direct migration background","","","",""
"Never","2018","66 and older","indirect migration background","","","",""
"Daily","2019","16-34 y.","no migration background","","","",""
"Daily","2019","16-34 y.","direct migration background","","","",""
"Daily","2019","16-34 y.","indirect migration background","","","",""
"Daily","2019","35-65 y.","no migration background","","","",""
"Daily","2019","35-65 y.","direct migration background","","","",""
"Daily","2019","35-65 y.","indirect migration background","","","",""
"Daily","2019","66 and older","no migration background","","","",""
"Daily","2019","66 and older","direct migration background","","","",""
"Daily","2019","66 and older","indirect migration background","","","",""
"Min 1x per week","2019","16-34 y.","no migration background","110","0.0242488645992761","0.0193177660806204","0.0291799631179318"
"Min 1x per week","2019","16-34 y.","direct migration background","343","0.0914253832399256","0.080227965201647","0.102622801278204"
"Min 1x per week","2019","16-34 y.","indirect migration background","62","0.0547553384911272","0.039715644351745","0.0697950326305095"
"Min 1x per week","2019","35-65 y.","no migration background","651","0.045214793973266","0.0414547562361456","0.0489748317103864"
"Min 1x per week","2019","35-65 y.","direct migration background","545","0.126180021468265","0.116351921267086","0.136008121669444"
"Min 1x per week","2019","35-65 y.","indirect migration background","52","0.0646872160742566","0.0475131690415735","0.0818612631069398"
"Min 1x per week","2019","66 and older","no migration background","482","0.117870613215534","0.10870445353067","0.127036772900398"
"Min 1x per week","2019","66 and older","direct migration background","66","0.203824123745227","0.167130559875205","0.240517687615249"
"Min 1x per week","2019","66 and older","indirect migration background","","","",""
"Min 1x per month","2019","16-34 y.","no migration background","183","0.0498333900753966","0.0428576780898886","0.0568091020609046"
"Min 1x per month","2019","16-34 y.","direct migration background","189","0.0463868803738976","0.0382156418230143","0.0545581189247808"
"Min 1x per month","2019","16-34 y.","indirect migration background","46","0.054170354368098","0.0392065868270228","0.0691341219091733"
"Min 1x per month","2019","35-65 y.","no migration background","1034","0.0707536425838324","0.0661134188578519","0.075393866309813"
"Min 1x per month","2019","35-65 y.","direct migration background","376","0.0983801538870049","0.0895650228539849","0.107195284920025"
"Min 1x per month","2019","35-65 y.","indirect migration background","63","0.0600463001907393","0.0434587847683722","0.0766338156131064"
"Min 1x per month","2019","66 and older","no migration background","452","0.0981991814506393","0.0897400115305596","0.106658351370719"
"Min 1x per month","2019","66 and older","direct migration background","35","0.0557064276244498","0.0348152093528309","0.0765976458960687"
"Min 1x per month","2019","66 and older","indirect migration background","","","",""
"Rarely","2019","16-34 y.","no migration background","917","0.257857073642863","0.243833401706273","0.271880745579452"
"Rarely","2019","16-34 y.","direct migration background","556","0.203673451588117","0.188026958712672","0.219319944463561"
"Rarely","2019","16-34 y.","indirect migration background","194","0.252165255184874","0.223457509103716","0.280873001266032"
"Rarely","2019","35-65 y.","no migration background","3205","0.259927946128773","0.251990832915784","0.267865059341763"
"Rarely","2019","35-65 y.","direct migration background","1033","0.224440172734499","0.212091472679128","0.23678887278987"
"Rarely","2019","35-65 y.","indirect migration background","214","0.271128608012306","0.240090295126601","0.302166920898011"
"Rarely","2019","66 and older","no migration background","1267","0.266445547587658","0.253878336358384","0.279012758816932"
"Rarely","2019","66 and older","direct migration background","120","0.25213922268956","0.212585425842373","0.291693019536748"
"Rarely","2019","66 and older","indirect migration background","","","",""
"Never","2019","16-34 y.","no migration background","2521","0.666660750742848","0.651548675317604","0.681772826168093"
"Never","2019","16-34 y.","direct migration background","1449","0.657777011369688","0.639343921810971","0.676210100928405"
"Never","2019","16-34 y.","indirect migration background","577","0.6389090519559","0.607156292394291","0.67066181151751"
"Never","2019","35-65 y.","no migration background","6825","0.622863502983893","0.614092589879906","0.63163441608788"
"Never","2019","35-65 y.","direct migration background","2407","0.543923086432179","0.529181267150606","0.558664905713751"
"Never","2019","35-65 y.","indirect migration background","459","0.604137875722698","0.569993042972098","0.638282708473298"
"Never","2019","66 and older","no migration background","2539","0.513740858072562","0.499533136247992","0.527948579897131"
"Never","2019","66 and older","direct migration background","237","0.480642160824874","0.435132680861288","0.526151640788461"
"Never","2019","66 and older","indirect migration background","","","",""
